original_index,review,sentiment
2115,"Ganti dari Samsung A51 ke hape ini, kerasa banget bagusnya. Layar tajam, warna layar lumayan akurat cuma tone lebih ke cool-neutral. Belum coba kamera. Kekurangannya Mung... ",satisfied
2116,"mantap, original 100% dapet bonus lagi",satisfied
2117,Recommended barang sampai dengan selamat,satisfied
2118,mantap,satisfied
2119,Mouse witeless logitech selalu tepat untuk menemani pekerja kantor.. thank you,satisfied
2120,"barang dikirim agak lama dari seharusnya, dengan alasan barang laku duluan.untuk pelayanan masih sewajarnya, hanya masalah stok barang dan pengiriman saja yang kurang",dissapointed
2121,aman dan berfungsi dengan baik,satisfied
2122,mudah2an cocok untuk sony a6000,neutral
2123,"seluler gercep sangat di rekomendasikan,",satisfied
2124,"Mantap, semoga awet. Full unboxing dan short review di YT: Hegar Raka TV",satisfied
2125,"Berfungsi dengan baik, langsung d pake",satisfied
2126,"amanah, sampai dengan selamat, packing bagus dan tebalmakasih ya seller 🙏",satisfied
2127,"Berfungsi dengan baik, kabel oanjang sipp josss",satisfied
2128,usb suport 2.0/3.0 bukan kecepatan 3.0 😫,dissapointed
2129,"ori, ringan, cocok daily use atau sport. baterai seperti energizer bunny, aweett..",satisfied
2130,barang sesuai dengan pesanan,satisfied
2131,nice...mantap...sesuai deskripsi...,satisfied
2132,Mouse wireless standard untuk kebutuhan kantor kami… mantap,satisfied
2133,barang sudah diterima dan sesuai dengan deskripsi dan berfungsi dengan baik,satisfied
2134,barang sudah diterima dan sesuai dengan deskripsi dan berfungsi dengan baik,satisfied
2135,mantul,satisfied
2136,barang telah sampai packing bagus,satisfied
2137,tidak dapat kaos garmin,dissapointed
2138,Barang sudah diterima dalam keadaan baik. Terima kasih kurir dan Tokopedia..,satisfied
2139,"Tidak ada, diganti botol minum",neutral
2140,"Pengiriman cukup cepat dan aman, hadiah kaos di ganti dengan botol minum. Jd ada 2 botol minum. Garmin sesuai dengan pesanan dan berfungsi dengan baik tanpa kendala, terima... ",satisfied
2141,Amazing Quality Product. Thank You,satisfied
2142,"saller recoment, xiaomi original. mantap",satisfied
2143,"seller fast respon, proses packing dan pengiriman cepat",satisfied
2144,"seller fast respon, proses packing dan pengiriman cepat",satisfied
2145,"seller fast respon, proses packing dan pengiriman cepat",satisfied
2146,barang asli,satisfied
2147,"tdk ada tas serut, hanya ada goodie bag",dissapointed
2148,tdk ada kaosnya,dissapointed
2149,oke keren mantep joss gandoz original bergaransi,satisfied
2150,"mantap pelayanan Cepat, Barang berkualitas premium👍👍",satisfied
2151,"Barang telah di terima dengan aman, kondisi aman dan berfungsi. Terbaca di laptop dan bisa gunakan dengan normal.pengemasan rapi dan bubble wrap tebal.",satisfied
2152,"Bagus, rapih, packingnya aman, dapet hadiah, produk ori",satisfied
2153,"barang diterima dengan baik,, sya bajunya tidak ada",dissapointed
2154,gaadapat gift ini,dissapointed
2155,ini giftnya gak ada,dissapointed
2156,oke,neutral
2157,Barang sesuai masih segel pengiriman cepat,satisfied
2158,Paket sudah sampai dengan selamat..terima kasih tim,satisfied
2159,"barang sudah diterima, moga awet, cukup buat foto-foto...",satisfied
2160,"FR 55 nya garansi resmi, sesuai deskripsi",satisfied
2161,"Sipp, sesuai deskripsi dan invoice, dapat Free Gift Bonus Tumbler",satisfied
2162,"Tidak seusai invoice : gak dapat Free Gift Bonus Tas Serut, dan Free Gift Bonus Kaos, dan tidak ada info sebelumnya.",dissapointed
2163,"Tidak seusai invoice : gak dapat Free Gift Bonus Tas Serut, dan Free Gift Bonus Kaos, dan tidak ada info sebelumnya.",dissapointed
2164,recommended seller,satisfied
2165,recommended seller,satisfied
2166,recommended seller,satisfied
2167,Belum dibuka dan blm dicoba... Krn utk ultah sesorang.... Ditunggu ya boss,neutral
2168,"barang original, bubble wrap tebal banget, thank you",satisfied
2169,Erfungsi dengan baik,satisfied
2170,"Barang sampai tujuan dengan selamat, original resmi, dapat kuota internet gratis 25gb, berfungsi dengan baik dan bisa pakai mode bypass juga. Cuman agak disayangkan, tern... ",satisfied
2171,"pengiriman cepat , pelayanan satt settt..",satisfied
2172,OKEH,satisfied
2173,"barang cepat sampai, pake same day beli siang sore sampe mantap, admin fast response, barang selamat utuh dibungkus bubble wrap tebel mantap",satisfied
2174,pengiriman sat set sat set dan aman sampe di tekapeh di kasih kardus dan buble warp,satisfied
2175,pengiriman sat set sat set dan aman sampe di tekapeh di kasih kardus dan buble warp,satisfied
2176,"Produk asli dan berguna, bagus pokoknya",satisfied
2177,"barang bagus, anak saya senang Terima kasih",satisfied
2178,Berfungsi sesuai fungsi,satisfied
2179,"Flashdisk OTG Sandisk Ultra Dual Drive ini desainnya kecil dan ringkas, mudah dibawa-bawa. Kecepatan transfer datanya juga cukup cepat, apalagi untuk ukuran kapasitas 32G... ",satisfied
2180,suara bagus ...bahan kuat harga sangat murah,satisfied
2181,barang sudah diterima dan sesuai dengan deskripsi dan berfungsi dengan baik,satisfied
2182,"packing luar biasa tebal sehingga barang aman, barang juga sesuai",satisfied
2183,"thanks, beli untuk yang ke dua kalinya...........",satisfied
2184,Barang sesuai deskripsi,satisfied
2185,Mouse sudah sampai dan siap untuk segera digunakan… terima kasih,satisfied
2186,"keren banget si ezviz ini. pembelian saya kesekian kali buat melengkapi cctv di rumah, di kantor dan di gudang2 saya",satisfied
2187,Barang oke,satisfied
2188,"Respon admin cepat, packing aman dan barangnya original bergaransi. Untuk pengiriman sameday jam pengambilannya siang/sore tibanya malam, khawatir barang hilang kalau dia... ",satisfied
2189,"memang barang murah, tapi bisa dipakai. respon seller cepat kilat. semoga bisa tahan lama.",satisfied
2190,"pengemasan baik, produk berfungsi baik, cm menurut info yang terima barang, barang diletakan begitu saja didepan rumah tanpa cf",satisfied
2191,barang sudah diterima dan sesuai dengan deskripsi dan berfungsi dengan baik,satisfied
2192,Seller terpercaya.. pengiriman cepat dan sesuai. semiga lancar jaya usahanya..,satisfied
2193,"mantul, sesuai dengan yang d harapkan, ...",satisfied
2194,mantap ori dan dah dipakai pokok nya bagus,satisfied
2195,"Sempat kecewa karena barang rusak, tapi sudah di ganti dengan yang baru.",satisfied
2196,pengiriman lama,dissapointed
2197,"Product ori, seller gercep! semoga makin semangat lari.",satisfied
2198,Fast respon dan sesuai deskripsi. Pengiriman nya juga aman bangat. Rekomen dah,satisfied
2199,"Udah biasa pake mouse ini jadi pas rusak langsung dah beli baru ga pake lama, thanks gan",satisfied
2200,"Ini bukan flashdisk 3.0 seperti yang dicantumkan di judul diskripsi, melainkan flashdisk 2.0. Tapi respon seller bagus, ketika ada kerusakan barang langsung ditukar baru.",satisfied
2201,Kecil tapi sangat berguna membantu kelancaran dlaam bekerja,satisfied
2202,"packingnya super aman dan rapi, barang berfungsi dengan baik.",satisfied
2203,"barang ori, packing aman, plus bonus melimpah. da best lah Doran Gadget",satisfied
2204,packingnya aman dan rapi..fast response dari adminnya..moga2 kameranya awet dan fungsinya normal,satisfied
2205,barang oke...packing sangat kerenbarang berfungsi dan normalmudah mudahan awet...sangat berguna bagi pemulaoke banget dan sudah lebih dari cukup,satisfied
2206,tas lumayan lah,neutral
2207,oke berfungsi dengan baik...padahal ini hitungan nya bonus dan freemakasih min,satisfied
2208,dalam paketan..nggak ada kaos nyatapi nggak papa...sante kekekekeke,neutral
2209,"Pengiriman cepat.  Packing tebal menjamin keutuhan barang. Barangnya pun bagus. Sudah dicoba suaranya yang keluar di headset oke punya. Microfonnya  juga bagus, sudah coba... ",satisfied
2210,udah langganan,satisfied
2211,Maaf ya kak baru selesain order. Barang mendarat dengan sempurna 👌,satisfied
2212,"Barang diterima dengan baik dan ekspedisi amanah, Beberapa waktu yang lalu saya baru mengalami kehilangan Gadget waktu pengiriman.Respon toko juga cepat dalam menanggap... ",satisfied
2213,"selama saya berbelanja baru kali ini ketemu seperti ini, penjual gak tanggung jawab, kemasan gak aman dan sdh komplain dan pihak toped mihak penjual, akhirnya semua sia s... ",dissapointed
2214,"maantap, udah 2 kali beli disini",satisfied
2215,Order jam 13.04. Chat di respon jam 14.39.Check stok barang 15.49.Dikirim 16.06.Saya pilih instant loh,satisfied
2216,bagus bgt,satisfied
2217,Mantaabb. Mudah-mudahan awet 👍🏻👍🏻,satisfied
2218,barang sdh sampai dan sudah di coba berfungsi dengan baik.,satisfied
2219,kereeen,satisfied
2220,"Barang aman,packaging rapi,nice seller",satisfied
2221,Produk sudah diterima dan berfungsi dg baik. Seller responsif dan cepat sampe. Trims seller,satisfied
2222,"Fast respon seller dan ramah banget..thanks kaka barang bagus, aman sampai ditempat juga cepet banget..overall oke bgt👌😊",satisfied
2223,bagus,satisfied
2224,tdk ada barangnya,dissapointed
2225,terima.kasih tamble nya,satisfied
2226,"Barang masih segelan.ada garansi tanpa stampel dealer mudah2an bisa bantu saat ada masalah.cable charger lengkap,buku panduan ada. terima kasih",satisfied
2227,Bagus dan berkualitas. Masih segelan. Memory card asli,satisfied
2228,"barang sesuai deskripsi , packing aman pakai bubble wrap, sudah di tes berfungsi, trimss",satisfied
2229,"jam original, bagus",satisfied
2230,Penjual Responsif! Mantap!,satisfied
2231,Penjual Responsif! mantap!,satisfied
2232,Penjual Responsif! mantap!,satisfied
2233,Penjual Responsif! mantap!,satisfied
2234,Penjual Responsif! mantap!,satisfied
2235,Penjual Responsif! Mantap!,satisfied
2236,"sudah sampai, mantap.kurirnya kurang mantap",satisfied
2237,"Barang sesuai deskripsi, hasilnya mantap",satisfied
2238,makasih banyak barang sampai sesuai pesanan,satisfied
2239,"tidak sesuai dengan gambarnya, di gambarnya botol garmin tapi yang dateng botol jete. tapi gpp namanya juga barang gratisan😆",dissapointed
2240,barang bagus original sesuai harganya dan worth to buy,satisfied
2241,untuk free bajunya belom dapet. disuruh nunggu 1 minggu an dan dikirim menyusul,dissapointed
2242,Pesen Jam 11 siang. Sampai barang jam 15 sore hari berikutPesanan pakai Gosend InstanAlasan hari 1 barang blm di kirim ke gudang.Alasan hari ke 2 blm sampai siang ke gudang...,dissapointed
2243,Pelayanan cepat. Modem berfungsi dengan baik.,satisfied
2244,barang sdh sampe. terimakasih,satisfied
2245,"keren banget nih Logitech H111 wired stereo headset with noise, kecil tapi nyaman dipake, suaranya jernih, adem di telinga, ga bocor suara dari luar, microphone nya juga... ",satisfied
2246,Keren banget. Pagi order. Sore udah sampe. Barang juga work. Garansi pula. Mantaapppp,satisfied
2247,Spek Gahar Gak perlu mahal... Kereen abiis....,satisfied
2248,one hundred percent original perfect for CCTV fast delivery from Denpasar trusted seller,satisfied
2249,Packing aman dan OriginalToko Responsif 1 hari sampai,satisfied
2250,barang diterima dengan aman,satisfied
2251,barang datang masih tersegel rapi dan dipacking dengan aman,satisfied
2252,Oo yeahhhh,satisfied
2253,respon cepet. bagus.,satisfied
2254,"maaf kalau strapnya gak sesuai ama aslinya, udah terlanjur ganti strap br sempat foto.. yang jelas barang bagus dan original serta bonus banyak, thank You",satisfied
2255,"Barang sudah sampai, belum test nyala secara fungsi. trimakasih gan",neutral
2256,"barang sesuai pesanan, trimakasih 🙏",satisfied
2257,"barang di terima dengan baik, semoga awet",satisfied
2258,Cepet banget sampainya. mantap... Barangnya juga sesuai deskripsi.,satisfied
2259,Mantap segel ori,satisfied
2260,"Amazing TV! The quality of the video and sound is exceptional. Very fast operating system, even when streaming 4K. Lots of great apps available in play store",satisfied
2261,"gift tdk ada yang dikirim sesuai deskripsi... kaosnya garmin, yang dikirim jete. tumbler tidak ada.",dissapointed
2262,"Pengalaman belanja di Lapak Doran Tokopedia, Garmin asli dan cepat sampai!",satisfied
2263,Oke,neutral
2264,mantap!,satisfied
2265,"Kalo eksternal hardisk ya WD lah. Sudah lbh dari 10 thn pake merk ini. Beli bbrp kali krn kebutuhan kapasitas yang lbh besar. Seller fast respon, packing rapi dan aman banget... ",satisfied
2266,"Barang alhamdulliah aman, baru di pakai sekali.Mudahan aman seterusnya... untuk sekarang puas aja dalam pemesanan dan penggunaan jam nya",satisfied
2267,barang bagus ori,satisfied
2268,"barang sesuai deskripsi, banyak bonusnya, pengiriman cepat",satisfied
2269,kaos ukuran M padahal ditulis ukuran besar merek jete....gak papa lah bisa dipake sama istri untuk ukuran segitulumayan lah untuk ukuran bonus,satisfied
2270,tas serut dari jete...lumayan lah buat anak anakmeskipun beli merek garmin tapi yang dikasih bonus dari jete 😁😁😁,satisfied
2271,"packing oke...sesuai deskripsi, barang nyala dan mudah mudahan awet dipakai nya...hadiah untuk istridan bonus bonus nya juga lumayan min",satisfied
2272,tumbler nya dari jete mudah mudahan awet dan bermanfaat dikala jogging atau jalan kakimengatasi dahaga heheeheheheheeedan lumayan karena dianggap ini bonus,satisfied
2273,"Barang sudah sampai, tapi blm dicoba semoga berfungsi dengan baik",neutral
2274,barang bagus setelah dicek. mudah mudahan awet dan garansinya bisa dipakai,satisfied
2275,Venu 3 bagus mantap untuk kesehatan,satisfied
2276,"barang oke,sesuai deskripsi",satisfied
2277,Barng bagus dan berfungi  baik,satisfied
2278,alhamdulillah mantep original semoga awet dan kuat,satisfied
2279,Mantap layanannya sangat cepat..produk nya top,satisfied
2280,Mantap. Barang ori. Pengiriman cepat tanpa menunggu lama,satisfied
2281,Mantap tested terimakasih,satisfied
2282,mantap jos...barang berfungsi..top...fast respon,satisfied
2283,Bukan kaos garmin yang dikasih.,dissapointed
2284,"produk bagus, sudah terjamin, original, packing rapi dan aman, seller responsif, semoga awet",satisfied
2285,mantap. ori sesuai pesanan. terimakasih,satisfied
2286,"bagus bget ya Allah hp Nokia nya , gak nyesel checkout disini amanah cepet sampe nya walau baru pemula belanja di toko pedia packing rapi dan aman 👍👍",satisfied
2287,"mantaap.. original, barang masih tersegel",satisfied
2288,"Barang sudah diterima dengan baik dan cepat, terima kasih seller dan courier",satisfied
2289,"Pengiriman cepat, sesuai pesanan. Thanks  👍",satisfied
2290,Barang diterima dg cepat dan packing bagus,satisfied
2291,"Ini seller dengan kebutuhan basic banget, prinsipnya primitif: gimana caranya menjual sebanyak2nya dan untung sebesar2nya untuk diri sendiri tapi tidak peduli dengan pemb... ",dissapointed
2292,"diterima dengan baik, adminnya juga mantap, makasih banyak ya...",satisfied
2293,"Pengiriman cepat, respon penjual sangat informatif, rekomend belanja disini.",satisfied
2294,Respon dan pengiriman cepat. Barang bagus,satisfied
2295,cepet sampai dan cepet responsnyaabarangnya juga sesuai dan mantap,satisfied
2296,"Packing rapi, produk sesuai, pengiriman cepat",satisfied
2297,"packing bagus sangat aman dus segel original tapi belum d buka mudah""han ga ada masalah",satisfied
2298,barang sesuai deskripsi,satisfied
2299,Mantap,satisfied
2300,"Pengiriman tepat waktu, packing baik, ssd sdh dipakai bekerja dengan baik.",satisfied
2301,"Barang sampai. segel. new original. garansi resmi. cocok sebagai hp ke 2, yang hanya dipake khusus terima OTP2 ja. mode siaga baterai awet polll.",satisfied
2302,terima kasih barang sudah diterima...jam dan bonus lengkapmantap...,satisfied
2303,"Sudah biasa belanja disini, toko langganan , suka, pengiriman cepat, barang ori , tidak pernah mengecewakan. terimakasih seller",satisfied
2304,"Sudah biasa belanja disini, toko langganan , suka, pengiriman cepat, barang ori , tidak pernah mengecewakan. terimakasih seller",satisfied
